receptor	year	month	day	hour	hour.inc	lat	lon	height	pressure	date2	date
1	1950	2	14	0	0	-24.73	153.21	2000	NA	1950-02-14T00:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	23	-1	-24.749	153.488	1986.6	NA	1950-02-13T23:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	22	-2	-24.765	153.752	1975.9	NA	1950-02-13T22:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	21	-3	-24.774	154.004	1967.7	NA	1950-02-13T21:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	20	-4	-24.776	154.242	1961.8	NA	1950-02-13T20:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	19	-5	-24.768	154.466	1958.1	NA	1950-02-13T19:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	18	-6	-24.749	154.676	1956.5	NA	1950-02-13T18:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	17	-7	-24.725	154.886	1949.3	NA	1950-02-13T17:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	16	-8	-24.701	155.11	1929.9	NA	1950-02-13T16:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	15	-9	-24.677	155.352	1897.4	NA	1950-02-13T15:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	14	-10	-24.652	155.611	1853.3	NA	1950-02-13T14:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	13	-11	-24.625	155.891	1798.8	NA	1950-02-13T13:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	12	-12	-24.597	156.193	1735.5	NA	1950-02-13T12:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	11	-13	-24.568	156.504	1672.4	NA	1950-02-13T11:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	10	-14	-24.537	156.808	1618.1	NA	1950-02-13T10:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	9	-15	-24.504	157.102	1572.6	NA	1950-02-13T09:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	8	-16	-24.469	157.384	1536	NA	1950-02-13T08:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	7	-17	-24.432	157.651	1508.1	NA	1950-02-13T07:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	6	-18	-24.394	157.906	1487.7	NA	1950-02-13T06:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	5	-19	-24.354	158.155	1471.4	NA	1950-02-13T05:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	4	-20	-24.314	158.406	1456.5	NA	1950-02-13T04:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	3	-21	-24.273	158.658	1442.9	NA	1950-02-13T03:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	2	-22	-24.229	158.909	1430.3	NA	1950-02-13T02:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	1	-23	-24.182	159.156	1418.8	NA	1950-02-13T01:00:00Z	1950-02-14T00:00:00Z
1	1950	2	13	0	-24	-24.131	159.399	1408.1	NA	1950-02-13T00:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	23	-25	-24.086	159.641	1398.9	NA	1950-02-12T23:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	22	-26	-24.06	159.885	1391.6	NA	1950-02-12T22:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	21	-27	-24.053	160.134	1385.3	NA	1950-02-12T21:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	20	-28	-24.064	160.389	1379.1	NA	1950-02-12T20:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	19	-29	-24.094	160.653	1372.6	NA	1950-02-12T19:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	18	-30	-24.143	160.926	1365.9	NA	1950-02-12T18:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	17	-31	-24.2	161.202	1358.4	NA	1950-02-12T17:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	16	-32	-24.257	161.476	1349.4	NA	1950-02-12T16:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	15	-33	-24.314	161.746	1340.1	NA	1950-02-12T15:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	14	-34	-24.37	162.013	1331.5	NA	1950-02-12T14:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	13	-35	-24.426	162.274	1324.5	NA	1950-02-12T13:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	12	-36	-24.482	162.529	1319.9	NA	1950-02-12T12:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	11	-37	-24.531	162.77	1315.6	NA	1950-02-12T11:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	10	-38	-24.566	162.99	1308.9	NA	1950-02-12T10:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	9	-39	-24.586	163.19	1299.2	NA	1950-02-12T09:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	8	-40	-24.593	163.373	1286.1	NA	1950-02-12T08:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	7	-41	-24.586	163.541	1269.3	NA	1950-02-12T07:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	6	-42	-24.566	163.693	1248.6	NA	1950-02-12T06:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	5	-43	-24.534	163.845	1225.4	NA	1950-02-12T05:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	4	-44	-24.493	164.009	1201.1	NA	1950-02-12T04:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	3	-45	-24.442	164.184	1176.5	NA	1950-02-12T03:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	2	-46	-24.383	164.368	1152.3	NA	1950-02-12T02:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	1	-47	-24.314	164.562	1129.3	NA	1950-02-12T01:00:00Z	1950-02-14T00:00:00Z
1	1950	2	12	0	-48	-24.237	164.765	1108	NA	1950-02-12T00:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	23	-49	-24.162	164.97	1089.3	NA	1950-02-11T23:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	22	-50	-24.096	165.173	1072.7	NA	1950-02-11T22:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	21	-51	-24.04	165.373	1058	NA	1950-02-11T21:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	20	-52	-23.993	165.57	1044.9	NA	1950-02-11T20:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	19	-53	-23.954	165.764	1032.9	NA	1950-02-11T19:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	18	-54	-23.923	165.955	1021.7	NA	1950-02-11T18:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	17	-55	-23.894	166.144	1009.7	NA	1950-02-11T17:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	16	-56	-23.861	166.333	995.7	NA	1950-02-11T16:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	15	-57	-23.824	166.523	979.4	NA	1950-02-11T15:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	14	-58	-23.782	166.712	960.4	NA	1950-02-11T14:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	13	-59	-23.735	166.902	938.4	NA	1950-02-11T13:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	12	-60	-23.682	167.091	913.3	NA	1950-02-11T12:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	11	-61	-23.619	167.283	887.5	NA	1950-02-11T11:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	10	-62	-23.544	167.478	863.4	NA	1950-02-11T10:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	9	-63	-23.455	167.68	841.7	NA	1950-02-11T09:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	8	-64	-23.353	167.891	823.3	NA	1950-02-11T08:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	7	-65	-23.238	168.111	808.5	NA	1950-02-11T07:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	6	-66	-23.111	168.343	797.6	NA	1950-02-11T06:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	5	-67	-22.974	168.584	789.1	NA	1950-02-11T05:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	4	-68	-22.832	168.833	781.1	NA	1950-02-11T04:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	3	-69	-22.683	169.089	773.2	NA	1950-02-11T03:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	2	-70	-22.528	169.355	764.8	NA	1950-02-11T02:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	1	-71	-22.367	169.627	755.4	NA	1950-02-11T01:00:00Z	1950-02-14T00:00:00Z
1	1950	2	11	0	-72	-22.199	169.903	744.5	NA	1950-02-11T00:00:00Z	1950-02-14T00:00:00Z
1	1951	2	17	0	0	-24.73	153.21	2000	NA	1951-02-17T00:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	23	-1	-24.833	153.449	2003	NA	1951-02-16T23:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	22	-2	-24.928	153.704	2001.9	NA	1951-02-16T22:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	21	-3	-25.015	153.976	1995.6	NA	1951-02-16T21:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	20	-4	-25.093	154.263	1983.2	NA	1951-02-16T20:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	19	-5	-25.161	154.565	1964.3	NA	1951-02-16T19:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	18	-6	-25.219	154.883	1938.1	NA	1951-02-16T18:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	17	-7	-25.279	155.217	1908.4	NA	1951-02-16T17:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	16	-8	-25.352	155.567	1881.5	NA	1951-02-16T16:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	15	-9	-25.436	155.933	1860.6	NA	1951-02-16T15:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	14	-10	-25.532	156.314	1847.2	NA	1951-02-16T14:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	13	-11	-25.637	156.71	1843.2	NA	1951-02-16T13:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	12	-12	-25.751	157.12	1850.2	NA	1951-02-16T12:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	11	-13	-25.864	157.528	1861.8	NA	1951-02-16T11:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	10	-14	-25.972	157.918	1870.9	NA	1951-02-16T10:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	9	-15	-26.075	158.29	1875	NA	1951-02-16T09:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	8	-16	-26.175	158.649	1874	NA	1951-02-16T08:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	7	-17	-26.272	158.996	1868.1	NA	1951-02-16T07:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	6	-18	-26.366	159.336	1857.2	NA	1951-02-16T06:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	5	-19	-26.451	159.674	1845.7	NA	1951-02-16T05:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	4	-20	-26.515	160.014	1837.5	NA	1951-02-16T04:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	3	-21	-26.562	160.353	1832.6	NA	1951-02-16T03:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	2	-22	-26.593	160.691	1830.3	NA	1951-02-16T02:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	1	-23	-26.608	161.026	1830.5	NA	1951-02-16T01:00:00Z	1951-02-17T00:00:00Z
1	1951	2	16	0	-24	-26.607	161.359	1833.2	NA	1951-02-16T00:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	23	-25	-26.604	161.696	1838.5	NA	1951-02-15T23:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	22	-26	-26.612	162.045	1846.3	NA	1951-02-15T22:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	21	-27	-26.633	162.406	1856.7	NA	1951-02-15T21:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	20	-28	-26.665	162.776	1868.7	NA	1951-02-15T20:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	19	-29	-26.708	163.155	1881.8	NA	1951-02-15T19:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	18	-30	-26.759	163.539	1895.9	NA	1951-02-15T18:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	17	-31	-26.817	163.92	1908.9	NA	1951-02-15T17:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	16	-32	-26.876	164.291	1919.1	NA	1951-02-15T16:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	15	-33	-26.937	164.653	1926.6	NA	1951-02-15T15:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	14	-34	-26.997	165.004	1932	NA	1951-02-15T14:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	13	-35	-27.055	165.344	1935.1	NA	1951-02-15T13:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	12	-36	-27.107	165.674	1935.7	NA	1951-02-15T12:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	11	-37	-27.149	165.988	1933.2	NA	1951-02-15T11:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	10	-38	-27.177	166.277	1926.2	NA	1951-02-15T10:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	9	-39	-27.194	166.545	1915.6	NA	1951-02-15T09:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	8	-40	-27.2	166.792	1901.9	NA	1951-02-15T08:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	7	-41	-27.197	167.021	1885.8	NA	1951-02-15T07:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	6	-42	-27.186	167.232	1867.7	NA	1951-02-15T06:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	5	-43	-27.154	167.432	1849.6	NA	1951-02-15T05:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	4	-44	-27.089	167.63	1833.9	NA	1951-02-15T04:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	3	-45	-26.991	167.825	1820	NA	1951-02-15T03:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	2	-46	-26.86	168.019	1807.6	NA	1951-02-15T02:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	1	-47	-26.696	168.215	1796.2	NA	1951-02-15T01:00:00Z	1951-02-17T00:00:00Z
1	1951	2	15	0	-48	-26.499	168.414	1785.1	NA	1951-02-15T00:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	23	-49	-26.288	168.619	1774.3	NA	1951-02-14T23:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	22	-50	-26.077	168.831	1763.1	NA	1951-02-14T22:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	21	-51	-25.869	169.049	1750.3	NA	1951-02-14T21:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	20	-52	-25.663	169.275	1734.2	NA	1951-02-14T20:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	19	-53	-25.46	169.51	1713.7	NA	1951-02-14T19:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	18	-54	-25.26	169.753	1687.4	NA	1951-02-14T18:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	17	-55	-25.067	170.007	1656.1	NA	1951-02-14T17:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	16	-56	-24.884	170.268	1622.2	NA	1951-02-14T16:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	15	-57	-24.711	170.531	1588.4	NA	1951-02-14T15:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	14	-58	-24.548	170.793	1554.6	NA	1951-02-14T14:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	13	-59	-24.394	171.055	1520	NA	1951-02-14T13:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	12	-60	-24.25	171.317	1483.9	NA	1951-02-14T12:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	11	-61	-24.116	171.572	1448.5	NA	1951-02-14T11:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	10	-62	-23.995	171.811	1417.5	NA	1951-02-14T10:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	9	-63	-23.886	172.034	1391.2	NA	1951-02-14T09:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	8	-64	-23.787	172.24	1370.2	NA	1951-02-14T08:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	7	-65	-23.7	172.428	1354.7	NA	1951-02-14T07:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	6	-66	-23.625	172.599	1345.4	NA	1951-02-14T06:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	5	-67	-23.551	172.76	1339.4	NA	1951-02-14T05:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	4	-68	-23.464	172.922	1333.7	NA	1951-02-14T04:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	3	-69	-23.366	173.085	1329.1	NA	1951-02-14T03:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	2	-70	-23.258	173.25	1326.4	NA	1951-02-14T02:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	1	-71	-23.141	173.419	1326.3	NA	1951-02-14T01:00:00Z	1951-02-17T00:00:00Z
1	1951	2	14	0	-72	-23.018	173.592	1329.6	NA	1951-02-14T00:00:00Z	1951-02-17T00:00:00Z
1	1952	1	11	0	0	-24.73	153.21	2000	NA	1952-01-11T00:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	23	-1	-24.633	153.17	1978.5	NA	1952-01-10T23:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	22	-2	-24.537	153.146	1957.4	NA	1952-01-10T22:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	21	-3	-24.442	153.136	1936.2	NA	1952-01-10T21:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	20	-4	-24.347	153.142	1914.8	NA	1952-01-10T20:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	19	-5	-24.251	153.162	1892.6	NA	1952-01-10T19:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	18	-6	-24.154	153.198	1869.3	NA	1952-01-10T18:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	17	-7	-24.065	153.246	1847.3	NA	1952-01-10T17:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	16	-8	-23.994	153.306	1827.8	NA	1952-01-10T16:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	15	-9	-23.942	153.378	1811.4	NA	1952-01-10T15:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	14	-10	-23.908	153.461	1798	NA	1952-01-10T14:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	13	-11	-23.893	153.557	1787.8	NA	1952-01-10T13:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	12	-12	-23.897	153.664	1780.7	NA	1952-01-10T12:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	11	-13	-23.909	153.778	1771.8	NA	1952-01-10T11:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	10	-14	-23.919	153.891	1756.5	NA	1952-01-10T10:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	9	-15	-23.928	154.004	1734.5	NA	1952-01-10T09:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	8	-16	-23.935	154.119	1705.8	NA	1952-01-10T08:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	7	-17	-23.942	154.236	1670.7	NA	1952-01-10T07:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	6	-18	-23.948	154.356	1629.3	NA	1952-01-10T06:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	5	-19	-23.953	154.481	1586.5	NA	1952-01-10T05:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	4	-20	-23.952	154.613	1548.2	NA	1952-01-10T04:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	3	-21	-23.947	154.751	1513.8	NA	1952-01-10T03:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	2	-22	-23.937	154.893	1483.2	NA	1952-01-10T02:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	1	-23	-23.922	155.038	1456.1	NA	1952-01-10T01:00:00Z	1952-01-11T00:00:00Z
1	1952	1	10	0	-24	-23.9	155.186	1432.5	NA	1952-01-10T00:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	23	-25	-23.871	155.332	1407.9	NA	1952-01-09T23:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	22	-26	-23.837	155.474	1376.9	NA	1952-01-09T22:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	21	-27	-23.798	155.613	1340.2	NA	1952-01-09T21:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	20	-28	-23.754	155.748	1298	NA	1952-01-09T20:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	19	-29	-23.706	155.88	1250.9	NA	1952-01-09T19:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	18	-30	-23.654	156.011	1199.4	NA	1952-01-09T18:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	17	-31	-23.608	156.145	1148.3	NA	1952-01-09T17:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	16	-32	-23.572	156.284	1103.2	NA	1952-01-09T16:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	15	-33	-23.55	156.428	1063.2	NA	1952-01-09T15:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	14	-34	-23.54	156.577	1028	NA	1952-01-09T14:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	13	-35	-23.543	156.732	997.4	NA	1952-01-09T13:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	12	-36	-23.561	156.89	971.2	NA	1952-01-09T12:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	11	-37	-23.587	157.047	948.3	NA	1952-01-09T11:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	10	-38	-23.613	157.192	927	NA	1952-01-09T10:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	9	-39	-23.641	157.326	907.9	NA	1952-01-09T09:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	8	-40	-23.671	157.446	890.9	NA	1952-01-09T08:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	7	-41	-23.704	157.554	876.4	NA	1952-01-09T07:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	6	-42	-23.741	157.65	864.4	NA	1952-01-09T06:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	5	-43	-23.776	157.74	853.6	NA	1952-01-09T05:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	4	-44	-23.806	157.834	842.1	NA	1952-01-09T04:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	3	-45	-23.829	157.93	830.2	NA	1952-01-09T03:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	2	-46	-23.845	158.028	817.7	NA	1952-01-09T02:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	1	-47	-23.852	158.128	804.9	NA	1952-01-09T01:00:00Z	1952-01-11T00:00:00Z
1	1952	1	9	0	-48	-23.85	158.228	791.5	NA	1952-01-09T00:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	23	-49	-23.843	158.326	776.6	NA	1952-01-08T23:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	22	-50	-23.836	158.418	758.9	NA	1952-01-08T22:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	21	-51	-23.829	158.506	738.8	NA	1952-01-08T21:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	20	-52	-23.822	158.59	716.6	NA	1952-01-08T20:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	19	-53	-23.817	158.671	692.5	NA	1952-01-08T19:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	18	-54	-23.812	158.75	666.9	NA	1952-01-08T18:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	17	-55	-23.81	158.818	641.1	NA	1952-01-08T17:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	16	-56	-23.813	158.865	616.2	NA	1952-01-08T16:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	15	-57	-23.818	158.89	592	NA	1952-01-08T15:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	14	-58	-23.827	158.894	568.1	NA	1952-01-08T14:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	13	-59	-23.839	158.877	544.4	NA	1952-01-08T13:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	12	-60	-23.852	158.841	520.7	NA	1952-01-08T12:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	11	-61	-23.857	158.785	498	NA	1952-01-08T11:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	10	-62	-23.843	158.706	477.5	NA	1952-01-08T10:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	9	-63	-23.81	158.607	459.2	NA	1952-01-08T09:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	8	-64	-23.757	158.487	442.8	NA	1952-01-08T08:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	7	-65	-23.684	158.345	428.5	NA	1952-01-08T07:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	6	-66	-23.592	158.181	416	NA	1952-01-08T06:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	5	-67	-23.477	158.011	405.1	NA	1952-01-08T05:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	4	-68	-23.335	157.85	396.2	NA	1952-01-08T04:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	3	-69	-23.168	157.699	389.4	NA	1952-01-08T03:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	2	-70	-22.976	157.559	385.2	NA	1952-01-08T02:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	1	-71	-22.759	157.431	384.2	NA	1952-01-08T01:00:00Z	1952-01-11T00:00:00Z
1	1952	1	8	0	-72	-22.521	157.32	387.1	NA	1952-01-08T00:00:00Z	1952-01-11T00:00:00Z
1	1953	1	24	0	0	-24.73	153.21	2000	NA	1953-01-24T00:00:00Z	1953-01-24T00:00:00Z
1	1953	1	23	23	-1	-24.534	153.263	1901.8	NA	1953-01-23T23:00:00Z	1953-01-24T00:00:00Z
1	1953	1	23	22	-2	-24.324	153.323	1804.6	NA	1953-01-23T22:00:00Z	1953-01-24T00:00:00Z
1	1953	1	23	21	-3	-24.1	153.39	1707.7	NA	1953-01-23T21:00:00Z	1953-01-24T00:00:00Z
1	1953	1	23	20	-4	-23.864	153.464	1610.7	NA	1953-01-23T20:00:00Z	1953-01-24T00:00:00Z
1	1953	1	23	19	-5	-23.619	153.549	1513.6	NA	1953-01-23T19:00:00Z	1953-01-24T00:00:00Z
1	1953	1	23	18	-6	-23.365	153.645	1416.2	NA	1953-01-23T18:00:00Z	1953-01-24T00:00:00Z
1	1953	1	23	17	-7	-23.107	153.748	1320.8	NA	1953-01-23T17:00:00Z	1953-01-24T00:00:00Z
1	1953	1	23	16	-8	-22.852	153.859	1231.1	NA	1953-01-23T16:00:00Z	1953-01-24T00:00:00Z
1	1953	1	23	15	-9	-22.603	153.981	1147.4	NA	1953-01-23T15:00:00Z	1953-01-24T00:00:00Z
1	1953	1	23	14	-10	-22.357	154.119	1070.9	NA	1953-01-23T14:00:00Z	1953-01-24T00:00:00Z
