year	month	day	hour	hour.inc	lat	lon	height	date.start	trajectory
2022	3	29	16	-56	-39.419	147.885	1885.8	2022-04-01	26269
2022	3	29	15	-57	-39.42	147.733	1859.9	2022-04-01	26269
2022	3	29	14	-58	-39.413	147.598	1842.7	2022-04-01	26269
2022	3	29	13	-59	-39.396	147.482	1833.9	2022-04-01	26269
2022	3	29	12	-60	-39.37	147.386	1833.3	2022-04-01	26269
2022	3	29	11	-61	-39.345	147.3	1833.1	2022-04-01	26269
2022	3	29	10	-62	-39.331	147.214	1825.5	2022-04-01	26269
2022	3	29	9	-63	-39.327	147.128	1811.3	2022-04-01	26269
2022	3	29	8	-64	-39.333	147.042	1791	2022-04-01	26269
2022	3	29	7	-65	-39.35	146.953	1765.2	2022-04-01	26269
2022	3	29	6	-66	-39.377	146.862	1734.6	2022-04-01	26269
2022	3	29	5	-67	-39.404	146.772	1703.2	2022-04-01	26269
2022	3	29	4	-68	-39.421	146.69	1674.7	2022-04-01	26269
2022	3	29	3	-69	-39.427	146.619	1648.9	2022-04-01	26269
2022	3	29	2	-70	-39.421	146.558	1625.7	2022-04-01	26269
2022	3	29	1	-71	-39.403	146.511	1604.8	2022-04-01	26269
2022	3	29	0	-72	-39.373	146.476	1586.5	2022-04-01	26269
2022	4	2	0	0	-27.44	153.55	2000	2022-04-02	26270
2022	4	1	23	-1	-27.425	153.365	2023.4	2022-04-02	26270
2022	4	1	22	-2	-27.412	153.176	2044.9	2022-04-02	26270
2022	4	1	21	-3	-27.402	152.98	2063.9	2022-04-02	26270
2022	4	1	20	-4	-27.393	152.776	2080.1	2022-04-02	26270
2022	4	1	19	-5	-27.382	152.563	2092.9	2022-04-02	26270
2022	4	1	18	-6	-27.369	152.343	2103.6	2022-04-02	26270
2022	4	1	17	-7	-27.354	152.133	2115.2	2022-04-02	26270
2022	4	1	16	-8	-27.341	151.947	2130	2022-04-02	26270
2022	4	1	15	-9	-27.33	151.785	2147.6	2022-04-02	26270
2022	4	1	14	-10	-27.323	151.646	2167.7	2022-04-02	26270
2022	4	1	13	-11	-27.32	151.532	2190.2	2022-04-02	26270
2022	4	1	12	-12	-27.322	151.44	2215	2022-04-02	26270
2022	4	1	11	-13	-27.328	151.362	2241.6	2022-04-02	26270
2022	4	1	10	-14	-27.339	151.286	2268.3	2022-04-02	26270
2022	4	1	9	-15	-27.355	151.213	2295.6	2022-04-02	26270
2022	4	1	8	-16	-27.375	151.143	2323.4	2022-04-02	26270
2022	4	1	7	-17	-27.399	151.075	2351.8	2022-04-02	26270
2022	4	1	6	-18	-27.427	151.01	2380.6	2022-04-02	26270
2022	4	1	5	-19	-27.459	150.943	2406.2	2022-04-02	26270
2022	4	1	4	-20	-27.495	150.868	2426.5	2022-04-02	26270
2022	4	1	3	-21	-27.536	150.786	2440.8	2022-04-02	26270
2022	4	1	2	-22	-27.584	150.698	2449.1	2022-04-02	26270
2022	4	1	1	-23	-27.64	150.607	2451.7	2022-04-02	26270
2022	4	1	0	-24	-27.706	150.513	2448.8	2022-04-02	26270
2022	3	31	23	-25	-27.78	150.417	2446.2	2022-04-02	26270
2022	3	31	22	-26	-27.861	150.321	2448.2	2022-04-02	26270
2022	3	31	21	-27	-27.948	150.222	2455.3	2022-04-02	26270
2022	3	31	20	-28	-28.041	150.12	2467.2	2022-04-02	26270
2022	3	31	19	-29	-28.14	150.014	2484	2022-04-02	26270
2022	3	31	18	-30	-28.246	149.903	2506.5	2022-04-02	26270
2022	3	31	17	-31	-28.367	149.794	2531.8	2022-04-02	26270
2022	3	31	16	-32	-28.507	149.692	2556.6	2022-04-02	26270
2022	3	31	15	-33	-28.667	149.596	2582.1	2022-04-02	26270
2022	3	31	14	-34	-28.848	149.504	2609.1	2022-04-02	26270
2022	3	31	13	-35	-29.048	149.415	2638.5	2022-04-02	26270
2022	3	31	12	-36	-29.27	149.324	2671.3	2022-04-02	26270
2022	3	31	11	-37	-29.507	149.238	2702.3	2022-04-02	26270
2022	3	31	10	-38	-29.755	149.165	2726.9	2022-04-02	26270
2022	3	31	9	-39	-30.014	149.108	2743.5	2022-04-02	26270
2022	3	31	8	-40	-30.281	149.067	2751.6	2022-04-02	26270
2022	3	31	7	-41	-30.552	149.039	2753.4	2022-04-02	26270
2022	3	31	6	-42	-30.828	149.022	2749.8	2022-04-02	26270
2022	3	31	5	-43	-31.107	149.007	2748.7	2022-04-02	26270
2022	3	31	4	-44	-31.392	148.989	2755.9	2022-04-02	26270
2022	3	31	3	-45	-31.678	148.968	2770.6	2022-04-02	26270
2022	3	31	2	-46	-31.964	148.946	2791.6	2022-04-02	26270
2022	3	31	1	-47	-32.247	148.922	2817.9	2022-04-02	26270
2022	3	31	0	-48	-32.527	148.899	2848.2	2022-04-02	26270
2022	3	30	23	-49	-32.801	148.872	2880	2022-04-02	26270
2022	3	30	22	-50	-33.071	148.832	2914.9	2022-04-02	26270
2022	3	30	21	-51	-33.338	148.778	2950.7	2022-04-02	26270
2022	3	30	20	-52	-33.604	148.709	2986.5	2022-04-02	26270
2022	3	30	19	-53	-33.868	148.621	3021.2	2022-04-02	26270
2022	3	30	18	-54	-34.132	148.514	3053.7	2022-04-02	26270
2022	3	30	17	-55	-34.4	148.396	3081.8	2022-04-02	26270
2022	3	30	16	-56	-34.673	148.279	3106.3	2022-04-02	26270
2022	3	30	15	-57	-34.945	148.158	3127.8	2022-04-02	26270
2022	3	30	14	-58	-35.217	148.036	3152.7	2022-04-02	26270
2022	3	30	13	-59	-35.485	147.91	3182	2022-04-02	26270
2022	3	30	12	-60	-35.747	147.775	3216.1	2022-04-02	26270
2022	3	30	11	-61	-35.998	147.629	3249.6	2022-04-02	26270
2022	3	30	10	-62	-36.232	147.472	3274.4	2022-04-02	26270
2022	3	30	9	-63	-36.452	147.308	3290.7	2022-04-02	26270
2022	3	30	8	-64	-36.656	147.135	3294.9	2022-04-02	26270
2022	3	30	7	-65	-36.846	146.953	3287	2022-04-02	26270
2022	3	30	6	-66	-37.021	146.76	3267	2022-04-02	26270
2022	3	30	5	-67	-37.18	146.563	3239.8	2022-04-02	26270
2022	3	30	4	-68	-37.32	146.366	3212	2022-04-02	26270
2022	3	30	3	-69	-37.44	146.169	3183.9	2022-04-02	26270
2022	3	30	2	-70	-37.54	145.969	3156.8	2022-04-02	26270
2022	3	30	1	-71	-37.62	145.766	3131.3	2022-04-02	26270
2022	3	30	0	-72	-37.68	145.557	3106.9	2022-04-02	26270
